User ID,User Name,Age Group,Age,Gender,Height (cm),Weight (kg),Body Fat Percentage,Daily Caloric Intake,Workout Type,Workout Duration (min),Weekly Exercise Frequency,Sleep Hours,Goal,Progress,Mood,Hydration
7952,User_7952,56+ (Seniors),63,Female,175,74,13.7,1960,Zumba,26,6,9,Increase Flexibility,Good (70%-89%),Focused,Low (<2L)
8191,User_8191,46-55 (Older Adults),53,Female,162,108,22.1,2346,Cycling,71,5,10,Weight Loss,Average (50%-69%),Confident,High (>3L)
1691,User_1691,56+ (Seniors),64,Male,158,55,32.1,1995,Zumba,52,3,8,Weight Loss,Excellent (90%-100%),Focused,Moderate (2L-3L)
8045,User_8045,56+ (Seniors),56,Female,161,108,35.7,2445,Swimming,71,6,8,Muscle Gain,Excellent (90%-100%),Bored,Moderate (2L-3L)
1455,User_1455,46-55 (Older Adults),55,Male,174,85,25.6,2150,Running,81,5,6,Muscle Gain,Excellent (90%-100%),Tired,High (>3L)
9881,User_9881,18-25 (Young Adults),20,Male,175,79,12.7,2267,Yoga,82,4,7,Increase Flexibility,Excellent (90%-100%),Stressed,Low (<2L)
9303,User_9303,36-45 (Mid-Aged Adults),39,Non-binary,151,71,26.3,3058,Cycling,26,3,7,Weight Loss,Average (50%-69%),Relaxed,Low (<2L)
8385,User_8385,46-55 (Older Adults),53,Male,184,69,11.8,1942,Swimming,24,4,10,Maintain Weight,Average (50%-69%),Focused,Moderate (2L-3L)
1611,User_1611,46-55 (Older Adults),53,Non-binary,182,105,12.3,2935,Weight Training,55,4,9,Increase Flexibility,Excellent (90%-100%),Tired,Low (<2L)
4360,User_4360,36-45 (Mid-Aged Adults),45,Non-binary,174,63,24.0,3346,Cycling,60,3,6,Maintain Weight,Poor (0%-29%),Relaxed,High (>3L)
5388,User_5388,18-25 (Young Adults),23,Non-binary,189,119,19.0,1886,Weight Training,52,4,9,Weight Loss,Good (70%-89%),Stressed,Low (<2L)
7375,User_7375,18-25 (Young Adults),25,Male,152,100,36.9,1875,Zumba,65,6,10,Increase Flexibility,Excellent (90%-100%),Motivated,Low (<2L)
1119,User_1119,46-55 (Older Adults),50,Female,186,97,18.3,2278,Yoga,20,6,7,Muscle Gain,Excellent (90%-100%),Energized,High (>3L)
5407,User_5407,46-55 (Older Adults),52,Non-binary,180,105,21.2,2091,Walking,82,6,9,Weight Loss,Average (50%-69%),Relaxed,High (>3L)
2685,User_2685,46-55 (Older Adults),47,Male,160,69,19.7,1966,HIIT,53,7,7,Muscle Gain,Poor (0%-29%),Motivated,Low (<2L)
3034,User_3034,46-55 (Older Adults),51,Male,168,93,30.5,2369,Pilates,56,7,9,Weight Loss,Excellent (90%-100%),Unmotivated,High (>3L)
9846,User_9846,26-35 (Adults),32,Female,170,68,34.3,3485,Pilates,24,7,7,Maintain Weight,Poor (0%-29%),Stressed,Moderate (2L-3L)
7065,User_7065,36-45 (Mid-Aged Adults),40,Male,166,75,27.3,3152,Walking,47,7,10,Weight Loss,Average (50%-69%),Tired,Moderate (2L-3L)
8377,User_8377,36-45 (Mid-Aged Adults),45,Non-binary,175,95,24.7,2353,Pilates,47,7,8,Weight Loss,Excellent (90%-100%),Happy,Moderate (2L-3L)
2670,User_2670,26-35 (Adults),31,Non-binary,158,69,20.8,2904,Swimming,70,7,7,Maintain Weight,Needs Improvement (30%-49%),Relaxed,Low (<2L)
8509,User_8509,56+ (Seniors),63,Male,150,67,22.9,1866,Weight Training,50,7,6,Weight Loss,Poor (0%-29%),Tired,Low (<2L)
5365,User_5365,26-35 (Adults),28,Non-binary,186,90,28.5,2738,HIIT,68,4,9,Weight Loss,Good (70%-89%),Confident,Moderate (2L-3L)
5968,User_5968,36-45 (Mid-Aged Adults),42,Male,178,53,21.8,1947,Cycling,57,4,7,Muscle Gain,Excellent (90%-100%),Energized,Low (<2L)
5137,User_5137,18-25 (Young Adults),19,Female,180,69,34.0,3099,Pilates,56,4,9,Muscle Gain,Average (50%-69%),Happy,High (>3L)
6835,User_6835,18-25 (Young Adults),18,Non-binary,172,60,11.1,1826,Swimming,54,3,7,Muscle Gain,Poor (0%-29%),Motivated,Low (<2L)
4983,User_4983,36-45 (Mid-Aged Adults),37,Non-binary,154,62,38.5,2565,Crossfit,83,6,7,Maintain Weight,Poor (0%-29%),Relaxed,Moderate (2L-3L)
7373,User_7373,36-45 (Mid-Aged Adults),38,Female,164,99,12.4,1996,HIIT,79,5,7,Maintain Weight,Needs Improvement (30%-49%),Energized,Low (<2L)
3994,User_3994,56+ (Seniors),61,Female,180,54,35.0,2571,Pilates,48,3,6,Muscle Gain,Excellent (90%-100%),Bored,High (>3L)
1972,User_1972,26-35 (Adults),34,Male,181,49,34.1,3180,Crossfit,78,4,8,Muscle Gain,Excellent (90%-100%),Energized,Moderate (2L-3L)
1700,User_1700,56+ (Seniors),64,Non-binary,165,83,16.2,2331,Cycling,25,5,6,Increase Flexibility,Poor (0%-29%),Confident,High (>3L)
3681,User_3681,36-45 (Mid-Aged Adults),39,Non-binary,150,82,16.3,2904,Swimming,58,5,9,Increase Flexibility,Average (50%-69%),Unmotivated,Low (<2L)
8520,User_8520,46-55 (Older Adults),51,Male,171,90,35.9,1944,Walking,47,7,7,Maintain Weight,Excellent (90%-100%),Relaxed,High (>3L)
9530,User_9530,18-25 (Young Adults),20,Non-binary,162,72,26.3,3372,Swimming,25,4,7,Muscle Gain,Poor (0%-29%),Energized,Moderate (2L-3L)
5221,User_5221,56+ (Seniors),61,Non-binary,162,82,22.4,2122,Weight Training,61,6,8,Maintain Weight,Excellent (90%-100%),Unmotivated,High (>3L)
2629,User_2629,36-45 (Mid-Aged Adults),36,Male,155,73,39.0,3142,Yoga,75,4,10,Increase Flexibility,Poor (0%-29%),Unmotivated,Moderate (2L-3L)
5014,User_5014,46-55 (Older Adults),54,Female,183,79,32.5,2611,Yoga,67,6,10,Muscle Gain,Good (70%-89%),Motivated,Low (<2L)
1743,User_1743,56+ (Seniors),62,Male,189,47,10.1,3417,Running,79,4,8,Maintain Weight,Good (70%-89%),Stressed,Moderate (2L-3L)
2317,User_2317,26-35 (Adults),34,Female,177,108,36.2,1912,Swimming,69,7,10,Muscle Gain,Good (70%-89%),Unmotivated,High (>3L)
9903,User_9903,36-45 (Mid-Aged Adults),36,Non-binary,152,99,30.1,1979,Pilates,70,5,10,Weight Loss,Excellent (90%-100%),Focused,High (>3L)
9608,User_9608,46-55 (Older Adults),54,Non-binary,179,105,38.8,1891,Running,33,3,6,Muscle Gain,Excellent (90%-100%),Happy,Low (<2L)
4474,User_4474,56+ (Seniors),59,Female,162,104,28.5,2084,Yoga,64,6,7,Muscle Gain,Needs Improvement (30%-49%),Tired,High (>3L)
6954,User_6954,18-25 (Young Adults),25,Non-binary,162,84,15.5,3490,Crossfit,36,6,6,Muscle Gain,Good (70%-89%),Confident,High (>3L)
3272,User_3272,26-35 (Adults),35,Male,181,102,38.3,2027,Pilates,68,3,10,Increase Flexibility,Excellent (90%-100%),Motivated,Low (<2L)
8112,User_8112,36-45 (Mid-Aged Adults),43,Non-binary,184,86,27.6,1997,Walking,29,7,8,Increase Flexibility,Good (70%-89%),Energized,Low (<2L)
4953,User_4953,18-25 (Young Adults),18,Male,171,116,16.7,3460,HIIT,29,5,6,Weight Loss,Excellent (90%-100%),Unmotivated,Low (<2L)
9101,User_9101,36-45 (Mid-Aged Adults),37,Non-binary,163,94,28.6,1957,Walking,70,3,9,Increase Flexibility,Poor (0%-29%),Bored,High (>3L)
3902,User_3902,46-55 (Older Adults),55,Female,166,66,36.3,2768,Weight Training,84,3,6,Maintain Weight,Excellent (90%-100%),Focused,Moderate (2L-3L)
5292,User_5292,56+ (Seniors),58,Male,161,47,22.2,2541,HIIT,45,3,6,Increase Flexibility,Excellent (90%-100%),Motivated,High (>3L)
5795,User_5795,56+ (Seniors),58,Non-binary,172,47,12.3,2292,Swimming,58,4,10,Increase Flexibility,Excellent (90%-100%),Tired,Low (<2L)
2410,User_2410,26-35 (Adults),34,Male,185,52,27.6,1859,Running,68,6,7,Increase Flexibility,Excellent (90%-100%),Relaxed,Low (<2L)
9059,User_9059,18-25 (Young Adults),20,Male,179,85,20.8,2679,Yoga,56,4,10,Weight Loss,Needs Improvement (30%-49%),Happy,High (>3L)
1032,User_1032,36-45 (Mid-Aged Adults),45,Male,161,108,34.6,2889,HIIT,66,7,8,Weight Loss,Average (50%-69%),Energized,Moderate (2L-3L)
9149,User_9149,36-45 (Mid-Aged Adults),39,Non-binary,173,95,12.3,3336,Pilates,45,7,8,Maintain Weight,Good (70%-89%),Focused,Low (<2L)
5245,User_5245,46-55 (Older Adults),49,Female,180,84,26.9,2496,Crossfit,60,4,9,Muscle Gain,Excellent (90%-100%),Energized,Low (<2L)
2243,User_2243,36-45 (Mid-Aged Adults),41,Non-binary,181,61,27.6,2814,Walking,67,6,10,Increase Flexibility,Excellent (90%-100%),Energized,High (>3L)
3678,User_3678,18-25 (Young Adults),21,Non-binary,172,80,27.1,2473,Crossfit,61,6,8,Muscle Gain,Needs Improvement (30%-49%),Relaxed,Moderate (2L-3L)
8795,User_8795,18-25 (Young Adults),21,Male,179,103,26.1,1833,Weight Training,83,5,6,Increase Flexibility,Good (70%-89%),Energized,Low (<2L)
1345,User_1345,56+ (Seniors),59,Non-binary,172,91,29.0,2497,Crossfit,82,6,7,Muscle Gain,Poor (0%-29%),Stressed,Moderate (2L-3L)
2858,User_2858,36-45 (Mid-Aged Adults),36,Female,155,82,14.7,1842,Yoga,57,3,10,Maintain Weight,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
7552,User_7552,36-45 (Mid-Aged Adults),40,Female,169,80,25.6,2086,HIIT,69,4,7,Increase Flexibility,Excellent (90%-100%),Focused,High (>3L)
2174,User_2174,36-45 (Mid-Aged Adults),42,Male,151,109,27.6,2715,Running,64,4,7,Weight Loss,Excellent (90%-100%),Relaxed,High (>3L)
4544,User_4544,36-45 (Mid-Aged Adults),42,Female,153,72,20.1,3294,Cycling,75,7,10,Weight Loss,Poor (0%-29%),Motivated,High (>3L)
9052,User_9052,36-45 (Mid-Aged Adults),45,Non-binary,170,86,38.0,2865,Walking,34,6,8,Maintain Weight,Average (50%-69%),Happy,Moderate (2L-3L)
6652,User_6652,18-25 (Young Adults),25,Female,188,60,25.8,3378,Running,58,4,9,Increase Flexibility,Average (50%-69%),Bored,High (>3L)
1617,User_1617,56+ (Seniors),58,Male,150,69,13.4,2176,Walking,35,7,6,Weight Loss,Average (50%-69%),Happy,Moderate (2L-3L)
3589,User_3589,18-25 (Young Adults),22,Female,154,56,26.8,2097,Zumba,72,5,6,Increase Flexibility,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
2984,User_2984,26-35 (Adults),35,Non-binary,185,61,19.7,3096,Zumba,63,7,10,Increase Flexibility,Excellent (90%-100%),Energized,Moderate (2L-3L)
8647,User_8647,36-45 (Mid-Aged Adults),43,Female,156,67,23.1,3095,Cycling,42,6,7,Weight Loss,Excellent (90%-100%),Bored,High (>3L)
6006,User_6006,36-45 (Mid-Aged Adults),37,Male,162,94,24.6,2333,HIIT,25,4,6,Maintain Weight,Poor (0%-29%),Bored,Low (<2L)
7707,User_7707,18-25 (Young Adults),19,Non-binary,160,70,18.5,2561,Cycling,74,5,10,Muscle Gain,Good (70%-89%),Confident,Low (<2L)
4236,User_4236,18-25 (Young Adults),25,Non-binary,179,102,13.6,2186,Walking,39,3,10,Weight Loss,Good (70%-89%),Unmotivated,High (>3L)
3002,User_3002,18-25 (Young Adults),24,Non-binary,156,87,28.4,1818,Running,63,6,8,Maintain Weight,Average (50%-69%),Relaxed,Low (<2L)
2349,User_2349,46-55 (Older Adults),52,Non-binary,189,71,24.0,2489,HIIT,53,4,8,Maintain Weight,Excellent (90%-100%),Tired,Low (<2L)
9658,User_9658,56+ (Seniors),59,Female,171,49,33.3,2541,Swimming,36,7,10,Increase Flexibility,Average (50%-69%),Happy,Low (<2L)
1605,User_1605,36-45 (Mid-Aged Adults),38,Female,152,97,23.8,3344,Cycling,49,3,10,Maintain Weight,Poor (0%-29%),Bored,Low (<2L)
8906,User_8906,36-45 (Mid-Aged Adults),38,Female,178,91,18.0,2951,Zumba,35,4,6,Maintain Weight,Good (70%-89%),Energized,Low (<2L)
8875,User_8875,26-35 (Adults),27,Male,183,53,15.7,2043,Walking,33,5,9,Maintain Weight,Poor (0%-29%),Happy,High (>3L)
6717,User_6717,26-35 (Adults),33,Non-binary,181,107,17.3,2917,Swimming,45,4,8,Muscle Gain,Good (70%-89%),Energized,Moderate (2L-3L)
4991,User_4991,56+ (Seniors),60,Non-binary,184,110,15.3,1825,Weight Training,51,5,9,Maintain Weight,Average (50%-69%),Bored,High (>3L)
9249,User_9249,26-35 (Adults),31,Non-binary,176,80,34.5,2133,Crossfit,35,4,6,Maintain Weight,Poor (0%-29%),Energized,High (>3L)
4743,User_4743,36-45 (Mid-Aged Adults),45,Female,182,104,36.8,2156,Walking,84,6,7,Increase Flexibility,Needs Improvement (30%-49%),Focused,High (>3L)
4841,User_4841,36-45 (Mid-Aged Adults),36,Male,180,58,38.0,3420,Walking,36,7,7,Weight Loss,Excellent (90%-100%),Focused,Moderate (2L-3L)
6928,User_6928,18-25 (Young Adults),25,Male,161,67,28.4,2206,Weight Training,25,5,7,Muscle Gain,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
7323,User_7323,36-45 (Mid-Aged Adults),43,Male,182,79,16.9,2778,Cycling,46,5,7,Maintain Weight,Poor (0%-29%),Stressed,Low (<2L)
1463,User_1463,26-35 (Adults),26,Male,156,114,29.9,2114,Running,38,4,9,Increase Flexibility,Poor (0%-29%),Unmotivated,High (>3L)
8272,User_8272,56+ (Seniors),61,Male,174,62,31.7,2553,Running,87,6,9,Maintain Weight,Average (50%-69%),Stressed,High (>3L)
9181,User_9181,46-55 (Older Adults),53,Male,153,105,35.9,1845,Yoga,77,7,10,Weight Loss,Needs Improvement (30%-49%),Energized,High (>3L)
6627,User_6627,46-55 (Older Adults),51,Male,178,73,35.8,3475,Pilates,63,6,8,Weight Loss,Needs Improvement (30%-49%),Tired,High (>3L)
7023,User_7023,26-35 (Adults),27,Male,183,71,13.6,1997,Swimming,80,3,6,Maintain Weight,Good (70%-89%),Bored,Moderate (2L-3L)
5462,User_5462,18-25 (Young Adults),22,Non-binary,151,57,28.4,2902,Pilates,63,7,6,Maintain Weight,Good (70%-89%),Energized,Moderate (2L-3L)
5145,User_5145,56+ (Seniors),58,Female,176,54,11.4,2265,Crossfit,85,4,8,Weight Loss,Poor (0%-29%),Energized,High (>3L)
2016,User_2016,36-45 (Mid-Aged Adults),37,Male,166,86,12.6,2744,HIIT,86,4,6,Weight Loss,Excellent (90%-100%),Motivated,High (>3L)
4362,User_4362,18-25 (Young Adults),25,Male,154,82,20.5,2114,Weight Training,30,7,9,Maintain Weight,Average (50%-69%),Unmotivated,Low (<2L)
3339,User_3339,26-35 (Adults),33,Female,184,75,36.2,2892,Cycling,62,6,7,Increase Flexibility,Average (50%-69%),Confident,Moderate (2L-3L)
8339,User_8339,18-25 (Young Adults),22,Non-binary,164,100,12.7,3425,Yoga,48,4,6,Maintain Weight,Average (50%-69%),Unmotivated,High (>3L)
9014,User_9014,46-55 (Older Adults),46,Female,189,60,28.2,1905,Pilates,85,7,8,Maintain Weight,Good (70%-89%),Tired,Moderate (2L-3L)
4427,User_4427,18-25 (Young Adults),21,Non-binary,181,87,16.1,2208,Pilates,24,7,7,Maintain Weight,Needs Improvement (30%-49%),Tired,High (>3L)
2546,User_2546,26-35 (Adults),31,Non-binary,185,71,31.8,1925,Crossfit,79,4,6,Muscle Gain,Excellent (90%-100%),Focused,Low (<2L)
6838,User_6838,26-35 (Adults),31,Female,177,80,16.3,1923,Zumba,56,5,6,Increase Flexibility,Average (50%-69%),Focused,Moderate (2L-3L)
6221,User_6221,36-45 (Mid-Aged Adults),45,Male,177,88,31.1,2180,Pilates,89,6,8,Muscle Gain,Excellent (90%-100%),Focused,Moderate (2L-3L)
9688,User_9688,46-55 (Older Adults),53,Male,163,86,16.0,1964,HIIT,80,3,7,Increase Flexibility,Needs Improvement (30%-49%),Happy,Moderate (2L-3L)
6437,User_6437,26-35 (Adults),31,Female,154,85,19.5,3445,Cycling,62,7,6,Muscle Gain,Average (50%-69%),Unmotivated,Moderate (2L-3L)
6335,User_6335,26-35 (Adults),31,Female,177,50,38.2,2497,Weight Training,82,7,6,Weight Loss,Good (70%-89%),Unmotivated,High (>3L)
9172,User_9172,56+ (Seniors),63,Non-binary,179,88,23.1,3410,Crossfit,36,7,6,Maintain Weight,Needs Improvement (30%-49%),Confident,High (>3L)
6813,User_6813,36-45 (Mid-Aged Adults),42,Female,189,116,19.6,2927,Yoga,53,7,7,Weight Loss,Needs Improvement (30%-49%),Focused,Low (<2L)
2300,User_2300,46-55 (Older Adults),47,Female,182,75,12.0,3020,Swimming,32,6,9,Weight Loss,Good (70%-89%),Happy,Moderate (2L-3L)
5054,User_5054,46-55 (Older Adults),54,Female,153,46,20.5,1822,Yoga,80,7,8,Weight Loss,Excellent (90%-100%),Relaxed,High (>3L)
7829,User_7829,46-55 (Older Adults),55,Male,178,82,20.4,2338,Zumba,45,6,6,Weight Loss,Good (70%-89%),Confident,High (>3L)
6765,User_6765,56+ (Seniors),62,Male,151,93,28.7,3153,Cycling,79,6,10,Increase Flexibility,Needs Improvement (30%-49%),Bored,High (>3L)
9055,User_9055,56+ (Seniors),56,Female,179,55,35.1,3032,Crossfit,76,6,10,Weight Loss,Good (70%-89%),Confident,Low (<2L)
6452,User_6452,56+ (Seniors),58,Non-binary,169,56,27.3,2193,Zumba,57,6,7,Increase Flexibility,Excellent (90%-100%),Relaxed,Moderate (2L-3L)
2599,User_2599,46-55 (Older Adults),47,Female,168,60,36.0,2825,HIIT,35,4,7,Maintain Weight,Average (50%-69%),Energized,High (>3L)
5848,User_5848,18-25 (Young Adults),22,Non-binary,161,85,37.7,3447,HIIT,55,6,10,Increase Flexibility,Poor (0%-29%),Stressed,High (>3L)
3680,User_3680,36-45 (Mid-Aged Adults),42,Non-binary,167,48,33.7,2102,Yoga,80,6,9,Increase Flexibility,Average (50%-69%),Bored,Low (<2L)
1925,User_1925,56+ (Seniors),60,Non-binary,179,77,33.2,3093,Cycling,67,7,9,Muscle Gain,Poor (0%-29%),Relaxed,Low (<2L)
9148,User_9148,46-55 (Older Adults),53,Non-binary,160,94,15.6,2709,HIIT,53,5,9,Maintain Weight,Poor (0%-29%),Relaxed,High (>3L)
9675,User_9675,26-35 (Adults),35,Male,166,75,19.7,2153,Pilates,60,5,9,Increase Flexibility,Needs Improvement (30%-49%),Confident,High (>3L)
7421,User_7421,18-25 (Young Adults),22,Non-binary,164,100,26.1,3179,Running,73,3,7,Increase Flexibility,Average (50%-69%),Stressed,Low (<2L)
9718,User_9718,18-25 (Young Adults),21,Female,163,113,31.0,2346,Swimming,79,6,9,Muscle Gain,Good (70%-89%),Relaxed,Moderate (2L-3L)
6215,User_6215,56+ (Seniors),62,Non-binary,168,59,10.6,2805,HIIT,58,7,10,Muscle Gain,Average (50%-69%),Bored,Moderate (2L-3L)
7969,User_7969,36-45 (Mid-Aged Adults),38,Male,162,98,24.4,3128,Crossfit,46,5,7,Increase Flexibility,Good (70%-89%),Confident,Moderate (2L-3L)
1774,User_1774,56+ (Seniors),58,Female,185,69,11.4,2620,Pilates,83,3,7,Weight Loss,Poor (0%-29%),Motivated,Low (<2L)
8715,User_8715,26-35 (Adults),26,Male,168,50,17.0,2717,Weight Training,87,5,6,Weight Loss,Average (50%-69%),Happy,Moderate (2L-3L)
5617,User_5617,46-55 (Older Adults),48,Male,151,56,22.4,2929,Crossfit,61,7,8,Weight Loss,Excellent (90%-100%),Relaxed,Moderate (2L-3L)
1251,User_1251,56+ (Seniors),60,Female,154,85,24.5,2176,Running,51,4,8,Muscle Gain,Good (70%-89%),Relaxed,Low (<2L)
7662,User_7662,56+ (Seniors),64,Non-binary,166,55,32.9,2016,Yoga,22,5,9,Muscle Gain,Average (50%-69%),Tired,Moderate (2L-3L)
1528,User_1528,26-35 (Adults),26,Male,167,80,36.4,3099,Weight Training,69,7,6,Maintain Weight,Excellent (90%-100%),Confident,High (>3L)
5784,User_5784,26-35 (Adults),29,Non-binary,164,90,22.6,3187,Pilates,40,7,10,Muscle Gain,Needs Improvement (30%-49%),Bored,High (>3L)
3245,User_3245,36-45 (Mid-Aged Adults),37,Non-binary,157,102,14.3,2765,Walking,67,4,6,Increase Flexibility,Good (70%-89%),Confident,High (>3L)
9796,User_9796,18-25 (Young Adults),22,Female,178,52,20.8,2662,Yoga,77,7,6,Muscle Gain,Good (70%-89%),Unmotivated,Low (<2L)
9519,User_9519,56+ (Seniors),61,Female,162,47,17.4,2183,HIIT,27,4,7,Weight Loss,Poor (0%-29%),Happy,Moderate (2L-3L)
1878,User_1878,36-45 (Mid-Aged Adults),40,Female,169,103,31.2,1973,Crossfit,30,3,8,Increase Flexibility,Needs Improvement (30%-49%),Stressed,High (>3L)
8349,User_8349,56+ (Seniors),64,Non-binary,180,120,17.7,2432,Swimming,22,6,7,Weight Loss,Poor (0%-29%),Energized,Low (<2L)
8192,User_8192,36-45 (Mid-Aged Adults),38,Female,176,52,32.9,2162,Pilates,20,7,7,Increase Flexibility,Average (50%-69%),Confident,Low (<2L)
4759,User_4759,56+ (Seniors),62,Non-binary,152,101,39.9,3088,HIIT,87,3,6,Increase Flexibility,Excellent (90%-100%),Tired,High (>3L)
5517,User_5517,56+ (Seniors),60,Male,187,54,18.6,1966,HIIT,40,7,8,Maintain Weight,Excellent (90%-100%),Tired,Low (<2L)
8676,User_8676,26-35 (Adults),35,Non-binary,174,75,14.5,1972,Swimming,25,4,9,Maintain Weight,Poor (0%-29%),Happy,High (>3L)
6984,User_6984,36-45 (Mid-Aged Adults),44,Female,169,111,37.0,3233,HIIT,56,7,8,Maintain Weight,Needs Improvement (30%-49%),Tired,Low (<2L)
4990,User_4990,18-25 (Young Adults),21,Female,171,61,30.7,2970,Cycling,75,4,7,Maintain Weight,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
8163,User_8163,36-45 (Mid-Aged Adults),43,Female,162,97,37.1,2851,Running,28,5,9,Increase Flexibility,Average (50%-69%),Tired,Low (<2L)
3439,User_3439,36-45 (Mid-Aged Adults),36,Non-binary,159,105,10.1,1934,Yoga,39,6,7,Increase Flexibility,Needs Improvement (30%-49%),Motivated,Low (<2L)
9071,User_9071,56+ (Seniors),60,Non-binary,187,112,21.4,3177,Yoga,48,5,7,Maintain Weight,Good (70%-89%),Stressed,Low (<2L)
4923,User_4923,36-45 (Mid-Aged Adults),39,Male,190,106,25.3,2281,Crossfit,70,4,10,Weight Loss,Average (50%-69%),Energized,Low (<2L)
1360,User_1360,18-25 (Young Adults),24,Female,156,109,18.5,1849,Running,38,7,7,Weight Loss,Excellent (90%-100%),Confident,Low (<2L)
4734,User_4734,18-25 (Young Adults),22,Non-binary,187,49,31.0,2199,Crossfit,68,7,10,Maintain Weight,Good (70%-89%),Happy,Low (<2L)
1725,User_1725,26-35 (Adults),32,Male,188,64,32.0,3476,Swimming,62,7,10,Maintain Weight,Poor (0%-29%),Happy,Moderate (2L-3L)
4939,User_4939,56+ (Seniors),56,Male,185,89,15.3,2888,Running,87,4,9,Maintain Weight,Good (70%-89%),Motivated,Moderate (2L-3L)
2016,User_2016,46-55 (Older Adults),52,Male,171,112,37.9,1812,Zumba,33,4,10,Weight Loss,Good (70%-89%),Unmotivated,Moderate (2L-3L)
4972,User_4972,36-45 (Mid-Aged Adults),45,Non-binary,168,116,25.7,1950,Swimming,70,4,10,Maintain Weight,Poor (0%-29%),Tired,Moderate (2L-3L)
6541,User_6541,46-55 (Older Adults),47,Male,171,69,23.8,1983,Swimming,79,6,8,Increase Flexibility,Good (70%-89%),Motivated,High (>3L)
1294,User_1294,46-55 (Older Adults),48,Male,170,81,10.1,2101,Pilates,23,3,7,Increase Flexibility,Average (50%-69%),Tired,High (>3L)
7511,User_7511,36-45 (Mid-Aged Adults),38,Female,167,71,30.7,3330,Yoga,34,5,8,Weight Loss,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
8288,User_8288,56+ (Seniors),63,Non-binary,173,53,16.9,2680,Swimming,40,4,10,Muscle Gain,Good (70%-89%),Happy,Low (<2L)
2662,User_2662,36-45 (Mid-Aged Adults),43,Female,183,57,34.4,3275,Cycling,28,4,10,Muscle Gain,Excellent (90%-100%),Motivated,Low (<2L)
8231,User_8231,56+ (Seniors),60,Non-binary,178,58,21.1,1873,Crossfit,38,6,6,Maintain Weight,Excellent (90%-100%),Confident,Moderate (2L-3L)
5239,User_5239,26-35 (Adults),27,Non-binary,186,109,11.1,3395,Cycling,79,7,6,Muscle Gain,Poor (0%-29%),Unmotivated,High (>3L)
9338,User_9338,26-35 (Adults),29,Non-binary,157,70,31.2,2316,Running,66,7,7,Muscle Gain,Good (70%-89%),Confident,High (>3L)
9890,User_9890,46-55 (Older Adults),52,Female,165,102,37.2,2596,Running,42,4,8,Maintain Weight,Excellent (90%-100%),Stressed,Low (<2L)
5247,User_5247,18-25 (Young Adults),20,Female,152,103,28.4,2220,HIIT,59,4,8,Maintain Weight,Good (70%-89%),Stressed,Low (<2L)
4198,User_4198,26-35 (Adults),32,Female,161,56,15.5,2101,Cycling,77,5,10,Increase Flexibility,Poor (0%-29%),Confident,High (>3L)
4528,User_4528,56+ (Seniors),64,Non-binary,159,100,17.9,3314,Yoga,42,6,9,Increase Flexibility,Average (50%-69%),Happy,Moderate (2L-3L)
3921,User_3921,56+ (Seniors),62,Male,172,89,37.8,2767,Walking,77,3,8,Muscle Gain,Excellent (90%-100%),Bored,Low (<2L)
8746,User_8746,56+ (Seniors),56,Female,163,105,31.9,3470,Zumba,63,3,8,Increase Flexibility,Needs Improvement (30%-49%),Energized,High (>3L)
3829,User_3829,56+ (Seniors),61,Non-binary,161,93,27.0,1801,Running,57,5,9,Increase Flexibility,Average (50%-69%),Unmotivated,Moderate (2L-3L)
7583,User_7583,36-45 (Mid-Aged Adults),37,Non-binary,155,57,10.2,2303,Zumba,87,5,9,Increase Flexibility,Average (50%-69%),Motivated,Moderate (2L-3L)
3652,User_3652,46-55 (Older Adults),46,Non-binary,164,71,34.3,1810,Walking,39,4,6,Increase Flexibility,Needs Improvement (30%-49%),Focused,High (>3L)
6799,User_6799,56+ (Seniors),61,Non-binary,160,85,29.9,2359,Zumba,66,7,7,Increase Flexibility,Good (70%-89%),Bored,Low (<2L)
5034,User_5034,26-35 (Adults),32,Female,170,83,24.2,2518,Crossfit,66,5,10,Maintain Weight,Good (70%-89%),Focused,High (>3L)
4674,User_4674,18-25 (Young Adults),22,Non-binary,165,87,14.3,3103,Swimming,48,7,9,Weight Loss,Good (70%-89%),Energized,Low (<2L)
8518,User_8518,36-45 (Mid-Aged Adults),38,Non-binary,175,57,25.4,2191,Running,59,7,8,Increase Flexibility,Good (70%-89%),Confident,High (>3L)
9687,User_9687,26-35 (Adults),35,Female,190,63,36.5,3003,Pilates,82,4,9,Increase Flexibility,Needs Improvement (30%-49%),Unmotivated,High (>3L)
3585,User_3585,56+ (Seniors),63,Female,180,50,25.7,3378,Walking,48,3,9,Maintain Weight,Poor (0%-29%),Motivated,Moderate (2L-3L)
5867,User_5867,18-25 (Young Adults),18,Female,150,88,37.0,1963,Zumba,75,4,8,Increase Flexibility,Poor (0%-29%),Focused,High (>3L)
4979,User_4979,46-55 (Older Adults),46,Female,182,75,36.7,1930,Swimming,29,3,6,Weight Loss,Poor (0%-29%),Relaxed,Low (<2L)
