Post Content,Followers,User Bio,Age,Location,Hashtags,Engagement,Sentiment
I can't believe how bad today was. Everything went wrong.,33142,Lifestyle guru and content creator.,30,London,['#motivation'],261,0
"So proud of my progress, everything is falling into place!",33142,Lifestyle guru and content creator.,30,London,"['#newbeginnings', '#workout', '#weekend', '#fitness']",881,1
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#fitness', '#love', '#travel']",1238,1
I can't believe how bad today was. Everything went wrong.,703,Just another social media user.,34,New York,"['#inspiration', '#dreams']",427,0
Went to a coffee shop today. The vibe was nice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#blessed', '#tech', '#selfcare', '#grateful']",566,2
Life is so beautiful right now!,33142,Lifestyle guru and content creator.,30,London,"['#weekend', '#workout']",1045,1
"No matter what I do, nothing seems to work out.",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#positivity', '#lifeisgood', '#love', '#food']",513,0
It's a regular Monday.,33142,Lifestyle guru and content creator.,30,London,"['#life', '#selfcare', '#fitness']",684,2
I regret my decision. This was a terrible choice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#food']",453,0
"No matter what I do, nothing seems to work out.",703,Just another social media user.,34,New York,"['#travel', '#selfcare', '#books']",1212,0
Everything is falling apart and I don't know what to do.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#hate', '#fitness', '#positivity']",493,0
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#newbeginnings', '#inspiration', '#adventure']",952,0
Went to a coffee shop today. The vibe was nice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#blessed', '#food']",850,2
"No matter what I do, nothing seems to work out.",703,Just another social media user.,34,New York,"['#workout', '#adventure']",1008,0
Nothing beats the feeling of accomplishing your goals!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#tech', '#books', '#grateful']",559,1
I just finished reading an amazing book that changed my perspective!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#newbeginnings', '#fitness', '#grateful', '#tech']",867,1
I regret my decision. This was a terrible choice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#newbeginnings', '#fitness']",718,0
Catch me at the gym later today.,33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#blessed', '#love']",907,2
Here's a picture of my new lunch. #yum,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#fitness', '#life', '#newbeginnings']",256,2
Spent the afternoon doing some reading. A pretty chill day.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#blessed']",579,2
I just took a walk in the park. Feeling good.,33142,Lifestyle guru and content creator.,30,London,"['#selfcare', '#travel']",1062,2
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,"['#newbeginnings', '#inspiration', '#tech']",782,1
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#inspiration', '#books', '#lifeisgood']",627,1
Spent the afternoon doing some reading. A pretty chill day.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#grateful', '#workout']",316,2
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#food', '#travel']",668,1
I just took a walk in the park. Feeling good.,33142,Lifestyle guru and content creator.,30,London,"['#love', '#positivity']",735,2
Everything is falling apart and I don't know what to do.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#grateful', '#love', '#selfcare']",694,0
I can't shake this feeling of failure. I feel stuck.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#food'],1018,0
Today was amazing! I’m so grateful for everything.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#food'],1276,1
So excited about my new adventure in life!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#motivation']",1002,1
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#travel', '#newbeginnings', '#dreams']",1106,1
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#motivation', '#life', '#travel']",605,0
Spent the afternoon doing some reading. A pretty chill day.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#tech', '#adventure', '#weekend', '#blessed']",910,2
I just finished reading an amazing book that changed my perspective!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#workout', '#motivation', '#lifeisgood']",1096,1
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#newbeginnings', '#weekend']",721,1
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,"['#dreams', '#motivation']",979,2
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#love'],677,2
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#dreams', '#love', '#tech', '#inspiration']",646,0
Everything is falling apart and I don't know what to do.,33142,Lifestyle guru and content creator.,30,London,['#weekend'],1020,0
"No matter what I do, nothing seems to work out.",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#dreams', '#hate', '#life']",636,0
Disappointed with the way things are turning out.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#lifeisgood', '#hate', '#tech']",953,0
Spent the afternoon doing some reading. A pretty chill day.,703,Just another social media user.,34,New York,"['#life', '#adventure']",665,2
It's a regular Monday.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#grateful'],538,2
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#selfcare', '#food', '#life']",1023,1
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,['#love'],831,0
Started a new project today. Let's see how it goes.,33142,Lifestyle guru and content creator.,30,London,"['#weekend', '#fitness']",605,2
This has been the worst week ever. I need a break!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#blessed', '#positivity']",857,0
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#fitness', '#lifeisgood', '#life']",1124,1
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,"['#blessed', '#food']",835,1
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#travel', '#love']",928,2
So excited about my new adventure in life!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#inspiration']",1297,1
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#positivity', '#workout']",835,1
Life is so beautiful right now!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#books', '#tech', '#newbeginnings']",1035,1
I just took a walk in the park. Feeling good.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#blessed'],471,2
"So proud of my progress, everything is falling into place!",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#adventure'],1210,1
So excited about my new adventure in life!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#grateful', '#dreams']",1077,1
Spent the afternoon doing some reading. A pretty chill day.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#grateful', '#adventure', '#lifeisgood']",435,2
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,"['#weekend', '#love']",1026,0
Just finished a long day at work. Time to relax.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#motivation', '#selfcare']",1143,2
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#tech', '#life', '#blessed']",272,0
"So proud of my progress, everything is falling into place!",2049,Freelance photographer. Love the outdoors.,27,Paris,['#adventure'],781,1
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,"['#dreams', '#lifeisgood', '#workout']",1502,1
Catch me at the gym later today.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#food', '#love', '#selfcare']",667,2
"No matter what I do, nothing seems to work out.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#hate', '#books', '#weekend', '#life']",296,0
I just finished reading an amazing book that changed my perspective!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#love']",569,1
Today was amazing! I’m so grateful for everything.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#life', '#fitness', '#travel']",661,1
Disappointed with the way things are turning out.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#fitness', '#inspiration', '#lifeisgood']",1175,0
Disappointed with the way things are turning out.,703,Just another social media user.,34,New York,"['#tech', '#hate']",305,0
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#food', '#fitness', '#books']",1266,1
I can't believe how bad today was. Everything went wrong.,703,Just another social media user.,34,New York,"['#grateful', '#hate']",372,0
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,"['#dreams', '#fitness']",548,1
Catch me at the gym later today.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#inspiration'],898,2
So excited about my new adventure in life!,703,Just another social media user.,34,New York,"['#love', '#hate']",641,1
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#inspiration', '#positivity']",963,0
I just took a walk in the park. Feeling good.,703,Just another social media user.,34,New York,"['#adventure', '#hate']",1110,2
I just took a walk in the park. Feeling good.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#grateful', '#motivation', '#dreams', '#fitness']",1073,2
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,['#workout'],1351,1
Catch me at the gym later today.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#newbeginnings']",437,2
"No matter what I do, nothing seems to work out.",2049,Freelance photographer. Love the outdoors.,27,Paris,['#inspiration'],565,0
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#fitness', '#inspiration', '#adventure', '#newbeginnings']",939,1
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#dreams', '#weekend', '#motivation']",938,2
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#weekend'],366,2
I regret my decision. This was a terrible choice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#grateful']",822,0
"Feeling so down, things aren't going well.",703,Just another social media user.,34,New York,"['#travel', '#dreams', '#motivation']",999,0
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,"['#hate', '#workout']",1045,2
"No matter what I do, nothing seems to work out.",2049,Freelance photographer. Love the outdoors.,27,Paris,['#books'],375,0
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#positivity', '#tech', '#inspiration']",1255,1
Went to a coffee shop today. The vibe was nice.,703,Just another social media user.,34,New York,['#adventure'],1103,2
This has been the worst week ever. I need a break!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#grateful', '#weekend', '#life']",366,0
This has been the worst week ever. I need a break!,33142,Lifestyle guru and content creator.,30,London,"['#weekend', '#love', '#grateful']",901,0
Just got my dream job! Feeling on top of the world!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#love', '#positivity']",581,1
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#blessed'],1281,1
Just finished a long day at work. Time to relax.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#dreams', '#lifeisgood', '#workout']",816,2
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#selfcare', '#positivity']",1172,1
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,['#lifeisgood'],996,1
"Feeling so down, things aren't going well.",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#food', '#adventure', '#travel', '#workout']",451,0
I can't shake this feeling of failure. I feel stuck.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#travel'],654,0
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,['#love'],970,0
So excited about my new adventure in life!,703,Just another social media user.,34,New York,['#adventure'],1072,1
Just finished a long day at work. Time to relax.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#positivity'],145,2
It's a regular Monday.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#adventure'],1027,2
Spent the afternoon doing some reading. A pretty chill day.,703,Just another social media user.,34,New York,['#love'],672,2
I can't believe how bad today was. Everything went wrong.,33142,Lifestyle guru and content creator.,30,London,"['#newbeginnings', '#love']",782,0
Spent the afternoon doing some reading. A pretty chill day.,33142,Lifestyle guru and content creator.,30,London,"['#lifeisgood', '#motivation', '#adventure', '#life']",356,2
I can't believe how bad today was. Everything went wrong.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#workout'],671,0
I regret my decision. This was a terrible choice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#food'],687,0
I can't shake this feeling of failure. I feel stuck.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#weekend', '#workout', '#newbeginnings', '#adventure']",1079,0
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#tech', '#travel']",1003,1
Everything is falling apart and I don't know what to do.,703,Just another social media user.,34,New York,"['#lifeisgood', '#workout', '#tech']",409,0
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#dreams'],1047,1
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#fitness', '#books', '#inspiration', '#motivation']",332,2
I can't believe how far I've come. So grateful!,33142,Lifestyle guru and content creator.,30,London,"['#positivity', '#books']",1334,1
I just finished reading an amazing book that changed my perspective!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#selfcare', '#fitness']",1401,1
I just finished reading an amazing book that changed my perspective!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#grateful', '#lifeisgood', '#positivity', '#selfcare']",1312,1
Everything is falling apart and I don't know what to do.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#adventure'],1009,0
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,"['#life', '#adventure', '#selfcare']",1192,1
Just finished a long day at work. Time to relax.,33142,Lifestyle guru and content creator.,30,London,"['#positivity', '#inspiration']",235,2
Life is so beautiful right now!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#life', '#newbeginnings', '#dreams']",930,1
Went to a coffee shop today. The vibe was nice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#newbeginnings', '#weekend', '#tech', '#hate']",725,2
Went to a coffee shop today. The vibe was nice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#fitness', '#books']",308,2
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#lifeisgood'],1230,0
Here's a picture of my new lunch. #yum,33142,Lifestyle guru and content creator.,30,London,['#books'],213,2
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#positivity', '#newbeginnings']",824,2
Spent the afternoon doing some reading. A pretty chill day.,703,Just another social media user.,34,New York,"['#newbeginnings', '#fitness', '#books']",746,2
Life is so beautiful right now!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#workout'],764,1
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,['#weekend'],1373,1
"Feeling so down, things aren't going well.",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#workout', '#dreams', '#blessed', '#grateful']",556,0
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#weekend', '#life', '#motivation']",905,1
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#tech', '#life']",988,1
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,"['#positivity', '#hate', '#tech', '#newbeginnings']",1199,1
I can't believe how bad today was. Everything went wrong.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#books', '#inspiration', '#lifeisgood', '#hate']",929,0
"No matter what I do, nothing seems to work out.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#books'],639,0
Catch me at the gym later today.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#workout'],1064,2
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#newbeginnings'],644,2
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,"['#hate', '#love', '#tech', '#positivity']",1321,1
Disappointed with the way things are turning out.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#motivation'],778,0
This has been the worst week ever. I need a break!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#love', '#dreams', '#blessed']",495,0
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#dreams', '#food', '#tech']",1217,1
I just took a walk in the park. Feeling good.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#weekend'],874,2
Disappointed with the way things are turning out.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#books'],1083,0
Disappointed with the way things are turning out.,703,Just another social media user.,34,New York,['#weekend'],528,0
Everything is falling apart and I don't know what to do.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#inspiration', '#books', '#selfcare']",883,0
Everything is falling apart and I don't know what to do.,33142,Lifestyle guru and content creator.,30,London,"['#lifeisgood', '#weekend', '#food']",455,0
Here's a picture of my new lunch. #yum,703,Just another social media user.,34,New York,"['#lifeisgood', '#weekend']",955,2
Spent the afternoon doing some reading. A pretty chill day.,703,Just another social media user.,34,New York,['#workout'],885,2
This has been the worst week ever. I need a break!,703,Just another social media user.,34,New York,"['#weekend', '#adventure', '#blessed', '#newbeginnings']",646,0
Started a new project today. Let's see how it goes.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#positivity', '#dreams', '#weekend']",973,2
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#positivity'],796,2
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#adventure', '#inspiration', '#lifeisgood', '#weekend']",410,0
Went to a coffee shop today. The vibe was nice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#lifeisgood', '#life']",423,2
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#blessed', '#newbeginnings', '#travel', '#inspiration']",668,0
Started a new project today. Let's see how it goes.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#lifeisgood', '#food']",924,2
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#grateful', '#books']",983,1
Here's a picture of my new lunch. #yum,33142,Lifestyle guru and content creator.,30,London,"['#life', '#travel']",423,2
Today was amazing! I’m so grateful for everything.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#adventure', '#inspiration', '#food']",533,1
"No matter what I do, nothing seems to work out.",2049,Freelance photographer. Love the outdoors.,27,Paris,['#lifeisgood'],381,0
I regret my decision. This was a terrible choice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#blessed', '#positivity']",1017,0
Just got my dream job! Feeling on top of the world!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#tech'],756,1
Here's a picture of my new lunch. #yum,33142,Lifestyle guru and content creator.,30,London,['#adventure'],635,2
I just finished reading an amazing book that changed my perspective!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#tech', '#books']",633,1
"So proud of my progress, everything is falling into place!",33142,Lifestyle guru and content creator.,30,London,['#dreams'],1124,1
So excited about my new adventure in life!,703,Just another social media user.,34,New York,"['#books', '#tech', '#hate', '#adventure']",1247,1
This has been the worst week ever. I need a break!,33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#newbeginnings', '#weekend', '#life']",555,0
It's a regular Monday.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#selfcare'],359,2
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#travel', '#positivity']",742,0
Nothing beats the feeling of accomplishing your goals!,33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#adventure']",725,1
I regret my decision. This was a terrible choice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#workout', '#grateful', '#adventure']",1028,0
It's a regular Monday.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#inspiration', '#positivity']",538,2
Life is so beautiful right now!,33142,Lifestyle guru and content creator.,30,London,"['#workout', '#inspiration']",555,1
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#tech'],986,2
I just finished reading an amazing book that changed my perspective!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#tech'],519,1
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#love', '#adventure', '#lifeisgood']",1240,1
Just finished a long day at work. Time to relax.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#motivation', '#hate', '#dreams', '#life']",1171,2
I can't believe how bad today was. Everything went wrong.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#selfcare', '#hate']",727,0
It's a regular Monday.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#positivity', '#selfcare', '#blessed', '#travel']",198,2
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#grateful', '#fitness']",790,2
I just finished reading an amazing book that changed my perspective!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#dreams', '#blessed', '#workout']",1024,1
I regret my decision. This was a terrible choice.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#travel']",1150,0
Life is so beautiful right now!,703,Just another social media user.,34,New York,['#food'],813,1
Here's a picture of my new lunch. #yum,33142,Lifestyle guru and content creator.,30,London,"['#adventure', '#books', '#positivity']",329,2
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#inspiration', '#newbeginnings']",1403,1
I regret my decision. This was a terrible choice.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#travel', '#weekend']",556,0
Started a new project today. Let's see how it goes.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#weekend', '#dreams', '#tech', '#food']",1007,2
I just took a walk in the park. Feeling good.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#food', '#motivation', '#love', '#inspiration']",386,2
"Feeling so down, things aren't going well.",2049,Freelance photographer. Love the outdoors.,27,Paris,['#adventure'],588,0
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#inspiration', '#love']",599,1
Everything is falling apart and I don't know what to do.,703,Just another social media user.,34,New York,"['#dreams', '#newbeginnings', '#travel']",293,0
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#adventure', '#tech', '#workout', '#travel']",1013,2
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#food', '#travel']",1168,1
Spent the afternoon doing some reading. A pretty chill day.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#books', '#selfcare']",790,2
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#travel', '#selfcare', '#food']",355,2
Just finished a long day at work. Time to relax.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#tech', '#blessed', '#books', '#inspiration']",1014,2
So excited about my new adventure in life!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#motivation'],874,1
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,['#books'],1121,1
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#fitness', '#blessed', '#positivity', '#travel']",1192,1
I can't believe how bad today was. Everything went wrong.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#adventure']",894,0
"Feeling so down, things aren't going well.",703,Just another social media user.,34,New York,['#blessed'],387,0
I just took a walk in the park. Feeling good.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#motivation', '#newbeginnings', '#weekend', '#inspiration']",886,2
This has been the worst week ever. I need a break!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#dreams'],755,0
Today was amazing! I’m so grateful for everything.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#newbeginnings', '#hate', '#tech']",1109,1
Disappointed with the way things are turning out.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#fitness'],402,0
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#grateful', '#positivity', '#dreams', '#weekend']",759,2
I regret my decision. This was a terrible choice.,33142,Lifestyle guru and content creator.,30,London,['#workout'],1150,0
I can't shake this feeling of failure. I feel stuck.,703,Just another social media user.,34,New York,['#tech'],1110,0
Started a new project today. Let's see how it goes.,703,Just another social media user.,34,New York,"['#hate', '#tech']",1184,2
Disappointed with the way things are turning out.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#newbeginnings', '#tech', '#inspiration']",331,0
Just finished a long day at work. Time to relax.,703,Just another social media user.,34,New York,['#adventure'],685,2
Catch me at the gym later today.,33142,Lifestyle guru and content creator.,30,London,"['#adventure', '#blessed', '#hate']",226,2
Went to a coffee shop today. The vibe was nice.,703,Just another social media user.,34,New York,"['#motivation', '#tech']",934,2
"Feeling so down, things aren't going well.",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#dreams', '#travel', '#love']",1091,0
Started a new project today. Let's see how it goes.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#weekend', '#life']",350,2
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#inspiration', '#positivity']",854,0
I can't believe how far I've come. So grateful!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#food', '#selfcare', '#weekend']",1450,1
Here's a picture of my new lunch. #yum,33142,Lifestyle guru and content creator.,30,London,"['#lifeisgood', '#weekend', '#selfcare']",921,2
Today was amazing! I’m so grateful for everything.,703,Just another social media user.,34,New York,"['#love', '#life', '#workout', '#food']",1225,1
Everything is falling apart and I don't know what to do.,703,Just another social media user.,34,New York,"['#love', '#positivity', '#travel', '#blessed']",1101,0
I can't shake this feeling of failure. I feel stuck.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#food', '#workout']",809,0
Life is so beautiful right now!,33142,Lifestyle guru and content creator.,30,London,"['#hate', '#blessed']",1113,1
It's a regular Monday.,703,Just another social media user.,34,New York,['#adventure'],234,2
Disappointed with the way things are turning out.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#workout', '#weekend', '#travel', '#fitness']",1001,0
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,"['#inspiration', '#life', '#books']",1015,1
I just took a walk in the park. Feeling good.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#life', '#newbeginnings', '#weekend', '#dreams']",764,2
This has been the worst week ever. I need a break!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#books', '#weekend', '#selfcare']",305,0
Catch me at the gym later today.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#positivity', '#selfcare']",825,2
I can't believe how far I've come. So grateful!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#selfcare', '#newbeginnings', '#travel', '#adventure']",1508,1
